FIPS,County name,State,Year,Population
8017,Cheyenne County,Colorado,1990,2397
8019,Clear Creek County,Colorado,1990,7619
8021,Conejos County,Colorado,1990,7453
8023,Costilla County,Colorado,1990,3190
8025,Crowley County,Colorado,1990,3946
8027,Custer County,Colorado,1990,1926
8029,Delta County,Colorado,1990,20980
8031,Denver County,Colorado,1990,467549
8033,Dolores County,Colorado,1990,1504
8035,Douglas County,Colorado,1990,60391
8037,Eagle County,Colorado,1990,21928
8039,Elbert County,Colorado,1990,9646
8041,El Paso County,Colorado,1990,397014
8043,Fremont County,Colorado,1990,32273
8045,Garfield County,Colorado,1990,29974
8047,Gilpin County,Colorado,1990,3070
8049,Grand County,Colorado,1990,7966
8051,Gunnison County,Colorado,1990,10273
8053,Hinsdale County,Colorado,1990,467
8055,Huerfano County,Colorado,1990,6009
8057,Jackson County,Colorado,1990,1605
8059,Jefferson County,Colorado,1990,438430
8061,Kiowa County,Colorado,1990,1688
8063,Kit Carson County,Colorado,1990,7140
8065,Lake County,Colorado,1990,6007
8067,La Plata County,Colorado,1990,32284
8069,Larimer County,Colorado,1990,186136
8071,Las Animas County,Colorado,1990,13765
8073,Lincoln County,Colorado,1990,4529
8075,Logan County,Colorado,1990,17567
8077,Mesa County,Colorado,1990,93145
8079,Mineral County,Colorado,1990,558
8081,Moffat County,Colorado,1990,11357
8083,Montezuma County,Colorado,1990,18672
8085,Montrose County,Colorado,1990,24423
8087,Morgan County,Colorado,1990,21939
8089,Otero County,Colorado,1990,20185
8091,Ouray County,Colorado,1990,2295
8093,Park County,Colorado,1990,7174
8095,Phillips County,Colorado,1990,4189
8097,Pitkin County,Colorado,1990,12661
8099,Prowers County,Colorado,1990,13347
8101,Pueblo County,Colorado,1990,123051
8103,Rio Blanco County,Colorado,1990,6051
8105,Rio Grande County,Colorado,1990,10770
8107,Routt County,Colorado,1990,14088
8109,Saguache County,Colorado,1990,4619
8111,San Juan County,Colorado,1990,745
8113,San Miguel County,Colorado,1990,3653
8115,Sedgwick County,Colorado,1990,2690
8117,Summit County,Colorado,1990,12881
8119,Teller County,Colorado,1990,12468
8121,Washington County,Colorado,1990,4812
8123,Weld County,Colorado,1990,131821
8125,Yuma County,Colorado,1990,8954
6001,Alameda County,California,1990,1304347
6003,Alpine County,California,1990,1113
6005,Amador County,California,1990,30039
6007,Butte County,California,1990,182120
6009,Calaveras County,California,1990,31998
6011,Colusa County,California,1990,16275
6013,Contra Costa County,California,1990,803731
6015,Del Norte County,California,1990,23460
6017,El Dorado County,California,1990,125995
6019,Fresno County,California,1990,667479
6021,Glenn County,California,1990,24798
6023,Humboldt County,California,1990,119118
6025,Imperial County,California,1990,109303
6027,Inyo County,California,1990,18281
6029,Kern County,California,1990,544981
6031,Kings County,California,1990,101469
6033,Lake County,California,1990,50631
6035,Lassen County,California,1990,27598
6037,Los Angeles County,California,1990,8863052
6039,Madera County,California,1990,88090
6041,Marin County,California,1990,230096
6043,Mariposa County,California,1990,14302
6045,Mendocino County,California,1990,80345
6047,Merced County,California,1990,178403
6049,Modoc County,California,1990,9678
6051,Mono County,California,1990,9956
6053,Monterey County,California,1990,355660
6055,Napa County,California,1990,110765
6057,Nevada County,California,1990,78510
6059,Orange County,California,1990,2410668
6061,Placer County,California,1990,172796
6063,Plumas County,California,1990,19739
6065,Riverside County,California,1990,1170413
6067,Sacramento County,California,1990,1066789
6069,San Benito County,California,1990,36697
6071,San Bernardino County,California,1990,1418380
6073,San Diego County,California,1990,2498016
6075,San Francisco County,California,1990,723959
6077,San Joaquin County,California,1990,480628
6079,San Luis Obispo County,California,1990,217162
6081,San Mateo County,California,1990,649623
6083,Santa Barbara County,California,1990,369608
6085,Santa Clara County,California,1990,1497577
6087,Santa Cruz County,California,1990,229734
6089,Shasta County,California,1990,147036
6091,Sierra County,California,1990,3318
6093,Siskiyou County,California,1990,43531
6095,Solano County,California,1990,339469
6097,Sonoma County,California,1990,388222
6099,Stanislaus County,California,1990,370522
6101,Sutter County,California,1990,64409
6103,Tehama County,California,1990,49625
6105,Trinity County,California,1990,13063
6107,Tulare County,California,1990,311932
6109,Tuolumne County,California,1990,48456
6111,Ventura County,California,1990,669016
6113,Yolo County,California,1990,141212
6115,Yuba County,California,1990,58234
5001,Arkansas County,Arkansas,1990,21653
5003,Ashley County,Arkansas,1990,24319
5005,Baxter County,Arkansas,1990,31186
5007,Benton County,Arkansas,1990,97530
5009,Boone County,Arkansas,1990,28297
5011,Bradley County,Arkansas,1990,11793
5013,Calhoun County,Arkansas,1990,5826
5015,Carroll County,Arkansas,1990,18623
5017,Chicot County,Arkansas,1990,15713
5019,Clark County,Arkansas,1990,21437
5021,Clay County,Arkansas,1990,18107
5023,Cleburne County,Arkansas,1990,19411
5025,Cleveland County,Arkansas,1990,7781
5027,Columbia County,Arkansas,1990,25691
5029,Conway County,Arkansas,1990,19151
5031,Craighead County,Arkansas,1990,68956
5033,Crawford County,Arkansas,1990,42493
5035,Crittenden County,Arkansas,1990,49939
5037,Cross County,Arkansas,1990,19225
5039,Dallas County,Arkansas,1990,9614
5041,Desha County,Arkansas,1990,16798
5043,Drew County,Arkansas,1990,17369
5045,Faulkner County,Arkansas,1990,60006
5047,Franklin County,Arkansas,1990,14897
5049,Fulton County,Arkansas,1990,10037
5051,Garland County,Arkansas,1990,73397
5053,Grant County,Arkansas,1990,13948
5055,Greene County,Arkansas,1990,31804
5057,Hempstead County,Arkansas,1990,21621
5059,Hot Spring County,Arkansas,1990,26115
5061,Howard County,Arkansas,1990,13569
5063,Independence County,Arkansas,1990,31192
5065,Izard County,Arkansas,1990,11364
5067,Jackson County,Arkansas,1990,18944
5069,Jefferson County,Arkansas,1990,85487
5071,Johnson County,Arkansas,1990,18221
5073,Lafayette County,Arkansas,1990,9643
5075,Lawrence County,Arkansas,1990,17455
5077,Lee County,Arkansas,1990,13053
5079,Lincoln County,Arkansas,1990,13690
5081,Little River County,Arkansas,1990,13966
5083,Logan County,Arkansas,1990,20557
5085,Lonoke County,Arkansas,1990,39268
5087,Madison County,Arkansas,1990,11618
5089,Marion County,Arkansas,1990,12001
5091,Miller County,Arkansas,1990,38467
5093,Mississippi County,Arkansas,1990,57525
5095,Monroe County,Arkansas,1990,11333
5097,Montgomery County,Arkansas,1990,7841
5099,Nevada County,Arkansas,1990,10101
5101,Newton County,Arkansas,1990,7666
5103,Ouachita County,Arkansas,1990,30574
5105,Perry County,Arkansas,1990,7969
5107,Phillips County,Arkansas,1990,28830
5109,Pike County,Arkansas,1990,10086
5111,Poinsett County,Arkansas,1990,24664
5113,Polk County,Arkansas,1990,17347
5115,Pope County,Arkansas,1990,45883
5117,Prairie County,Arkansas,1990,9518
5119,Pulaski County,Arkansas,1990,349569
5121,Randolph County,Arkansas,1990,16558
5123,St. Francis County,Arkansas,1990,28497
5125,Saline County,Arkansas,1990,64183
5127,Scott County,Arkansas,1990,10205
5129,Searcy County,Arkansas,1990,7841
5131,Sebastian County,Arkansas,1990,99590
5133,Sevier County,Arkansas,1990,13637
5135,Sharp County,Arkansas,1990,14109
5137,Stone County,Arkansas,1990,9775
5139,Union County,Arkansas,1990,46719
5141,Van Buren County,Arkansas,1990,14008
5143,Washington County,Arkansas,1990,113409
5145,White County,Arkansas,1990,54676
5147,Woodruff County,Arkansas,1990,9520
5149,Yell County,Arkansas,1990,17759
4001,Apache County,Arizona,1990,61591
4003,Cochise County,Arizona,1990,97624
4005,Coconino County,Arizona,1990,96591
4007,Gila County,Arizona,1990,40216
4009,Graham County,Arizona,1990,26554
4011,Greenlee County,Arizona,1990,8008
4012,La Paz County,Arizona,1990,13844
4013,Maricopa County,Arizona,1990,2122101
4015,Mohave County,Arizona,1990,93497
4017,Navajo County,Arizona,1990,77674
4019,Pima County,Arizona,1990,666957
4021,Pinal County,Arizona,1990,116397
4023,Santa Cruz County,Arizona,1990,29676
4025,Yavapai County,Arizona,1990,107714
4027,Yuma County,Arizona,1990,106895
2013,Aleutians East Borough,Alaska,1990,2464
2016,Aleutians West Census Area,Alaska,1990,9478
2020,Anchorage Municipality,Alaska,1990,226338
2050,Bethel Census Area,Alaska,1990,13660
2060,Bristol Bay Borough,Alaska,1990,1410
2068,Denali Borough,Alaska,1990,1682
2070,Dillingham Census Area,Alaska,1990,4010
2090,Fairbanks North Star Borough,Alaska,1990,77720
2100,Haines Borough,Alaska,1990,2117
2110,Juneau City and Borough,Alaska,1990,26752
2122,Kenai Peninsula Borough,Alaska,1990,40802
2130,Ketchikan Gateway Borough,Alaska,1990,13828
2150,Kodiak Island Borough,Alaska,1990,13309
2158,Kusilvak Census Area,Alaska,1990,5789
2164,Lake and Peninsula Borough,Alaska,1990,1666
2170,Matanuska-Susitna Borough,Alaska,1990,39683
2180,Nome Census Area,Alaska,1990,8288
2185,North Slope Borough,Alaska,1990,5986
2188,Northwest Arctic Borough,Alaska,1990,6106
2220,Sitka City and Borough,Alaska,1990,8588
2240,Southeast Fairbanks Census Area,Alaska,1990,5925
2261,Valdez-Cordova Census Area,Alaska,1990,9920
2282,Yakutat City and Borough,Alaska,1990,725
2290,Yukon-Koyukuk Census Area,Alaska,1990,6798
1001,Autauga County,Alabama,1990,34222
1003,Baldwin County,Alabama,1990,98280
1005,Barbour County,Alabama,1990,25417
1007,Bibb County,Alabama,1990,16598
1009,Blount County,Alabama,1990,39248
1011,Bullock County,Alabama,1990,11042
1013,Butler County,Alabama,1990,21892
1015,Calhoun County,Alabama,1990,116032
1017,Chambers County,Alabama,1990,36876
1019,Cherokee County,Alabama,1990,19543
1021,Chilton County,Alabama,1990,32458
1023,Choctaw County,Alabama,1990,16018
1025,Clarke County,Alabama,1990,27240
1027,Clay County,Alabama,1990,13252
1029,Cleburne County,Alabama,1990,12730
1031,Coffee County,Alabama,1990,40240
1033,Colbert County,Alabama,1990,51666
1035,Conecuh County,Alabama,1990,14054
1037,Coosa County,Alabama,1990,11063
1039,Covington County,Alabama,1990,36478
1041,Crenshaw County,Alabama,1990,13635
1043,Cullman County,Alabama,1990,67613
1045,Dale County,Alabama,1990,49633
1047,Dallas County,Alabama,1990,48130
1049,DeKalb County,Alabama,1990,54651
1051,Elmore County,Alabama,1990,49210
1053,Escambia County,Alabama,1990,35518
1055,Etowah County,Alabama,1990,99840
1057,Fayette County,Alabama,1990,17962
1059,Franklin County,Alabama,1990,27814
1061,Geneva County,Alabama,1990,23647
1063,Greene County,Alabama,1990,10153
1065,Hale County,Alabama,1990,15498
1067,Henry County,Alabama,1990,15374
1069,Houston County,Alabama,1990,81331
1071,Jackson County,Alabama,1990,47796
1073,Jefferson County,Alabama,1990,651520
1075,Lamar County,Alabama,1990,15715
1077,Lauderdale County,Alabama,1990,79661
1079,Lawrence County,Alabama,1990,31513
1081,Lee County,Alabama,1990,87146
1083,Limestone County,Alabama,1990,54135
1085,Lowndes County,Alabama,1990,12658
1087,Macon County,Alabama,1990,24928
1089,Madison County,Alabama,1990,238912
1091,Marengo County,Alabama,1990,23084
1093,Marion County,Alabama,1990,29830
1095,Marshall County,Alabama,1990,70832
1097,Mobile County,Alabama,1990,378643
1099,Monroe County,Alabama,1990,23968
1101,Montgomery County,Alabama,1990,209085
1103,Morgan County,Alabama,1990,100043
1105,Perry County,Alabama,1990,12759
1107,Pickens County,Alabama,1990,20699
1109,Pike County,Alabama,1990,27595
1111,Randolph County,Alabama,1990,19881
1113,Russell County,Alabama,1990,46860
1115,St. Clair County,Alabama,1990,49811
1117,Shelby County,Alabama,1990,99363
1119,Sumter County,Alabama,1990,16174
1121,Talladega County,Alabama,1990,74109
1123,Tallapoosa County,Alabama,1990,38826
1125,Tuscaloosa County,Alabama,1990,150500
1127,Walker County,Alabama,1990,67670
1129,Washington County,Alabama,1990,16694
1131,Wilcox County,Alabama,1990,13568
1133,Winston County,Alabama,1990,22053
46003,Aurora County,South Dakota,2000,3051
46005,Beadle County,South Dakota,2000,17027
46007,Bennett County,South Dakota,2000,3572
46009,Bon Homme County,South Dakota,2000,7262
46011,Brookings County,South Dakota,2000,28233
46013,Brown County,South Dakota,2000,35468
46015,Brule County,South Dakota,2000,5362
46017,Buffalo County,South Dakota,2000,2032
46019,Butte County,South Dakota,2000,9093
46021,Campbell County,South Dakota,2000,1782
46023,Charles Mix County,South Dakota,2000,9350
46025,Clark County,South Dakota,2000,4143
46027,Clay County,South Dakota,2000,13538
46029,Codington County,South Dakota,2000,25909
46031,Corson County,South Dakota,2000,4177
46033,Custer County,South Dakota,2000,7268
46035,Davison County,South Dakota,2000,18743
46037,Day County,South Dakota,2000,6246
46039,Deuel County,South Dakota,2000,4498
46041,Dewey County,South Dakota,2000,5972
46043,Douglas County,South Dakota,2000,3456
46045,Edmunds County,South Dakota,2000,4367
46047,Fall River County,South Dakota,2000,7453
46049,Faulk County,South Dakota,2000,2640
46051,Grant County,South Dakota,2000,7845
46053,Gregory County,South Dakota,2000,4790
46055,Haakon County,South Dakota,2000,2196
46057,Hamlin County,South Dakota,2000,5530
46059,Hand County,South Dakota,2000,3741
46061,Hanson County,South Dakota,2000,3144
46063,Harding County,South Dakota,2000,1353
46065,Hughes County,South Dakota,2000,16483
46067,Hutchinson County,South Dakota,2000,8074
46069,Hyde County,South Dakota,2000,1671
46071,Jackson County,South Dakota,2000,2929
46073,Jerauld County,South Dakota,2000,2286
46075,Jones County,South Dakota,2000,1193
46077,Kingsbury County,South Dakota,2000,5815
46079,Lake County,South Dakota,2000,11270
46081,Lawrence County,South Dakota,2000,21805
46083,Lincoln County,South Dakota,2000,24158
46085,Lyman County,South Dakota,2000,3899
46087,McCook County,South Dakota,2000,5825
46089,McPherson County,South Dakota,2000,2904
46091,Marshall County,South Dakota,2000,4578
46093,Meade County,South Dakota,2000,24230
46095,Mellette County,South Dakota,2000,2083
46097,Miner County,South Dakota,2000,2836
46099,Minnehaha County,South Dakota,2000,148321
46101,Moody County,South Dakota,2000,6586
46102,Oglala Lakota County,South Dakota,2000,12466
46103,Pennington County,South Dakota,2000,88619
46105,Perkins County,South Dakota,2000,3368
46107,Potter County,South Dakota,2000,2693
46109,Roberts County,South Dakota,2000,10013
46111,Sanborn County,South Dakota,2000,2676
46115,Spink County,South Dakota,2000,7452
46117,Stanley County,South Dakota,2000,2772
46119,Sully County,South Dakota,2000,1553
46121,Todd County,South Dakota,2000,9050
46123,Tripp County,South Dakota,2000,6434
46125,Turner County,South Dakota,2000,8847
46127,Union County,South Dakota,2000,12583
46129,Walworth County,South Dakota,2000,5969
46135,Yankton County,South Dakota,2000,21657
46137,Ziebach County,South Dakota,2000,2519
72001,Adjuntas Municipio,Puerto Rico,2000,19129
72003,Aguada Municipio,Puerto Rico,2000,42074
72005,Aguadilla Municipio,Puerto Rico,2000,64733
72007,Aguas Buenas Municipio,Puerto Rico,2000,28644
72009,Aibonito Municipio,Puerto Rico,2000,26489
72011,AÒasco Municipio,Puerto Rico,2000,28278
72013,Arecibo Municipio,Puerto Rico,2000,100136
72015,Arroyo Municipio,Puerto Rico,2000,19115
72017,Barceloneta Municipio,Puerto Rico,2000,22324
72019,Barranquitas Municipio,Puerto Rico,2000,28992
72021,BayamÛn Municipio,Puerto Rico,2000,224175
72023,Cabo Rojo Municipio,Puerto Rico,2000,46906
72025,Caguas Municipio,Puerto Rico,2000,140526
72027,Camuy Municipio,Puerto Rico,2000,35242
72029,CanÛvanas Municipio,Puerto Rico,2000,43386
72031,Carolina Municipio,Puerto Rico,2000,185529
72033,CataÒo Municipio,Puerto Rico,2000,30071
72035,Cayey Municipio,Puerto Rico,2000,47364
72037,Ceiba Municipio,Puerto Rico,2000,17998
72039,Ciales Municipio,Puerto Rico,2000,19734
72041,Cidra Municipio,Puerto Rico,2000,42719
72043,Coamo Municipio,Puerto Rico,2000,37605
72045,ComerÌo Municipio,Puerto Rico,2000,20079
72047,Corozal Municipio,Puerto Rico,2000,36780
72049,Culebra Municipio,Puerto Rico,2000,1868
72051,Dorado Municipio,Puerto Rico,2000,34017
72053,Fajardo Municipio,Puerto Rico,2000,40712
72054,Florida Municipio,Puerto Rico,2000,12353
72055,Gu·nica Municipio,Puerto Rico,2000,21896
72057,Guayama Municipio,Puerto Rico,2000,44297
72059,Guayanilla Municipio,Puerto Rico,2000,23076
72061,Guaynabo Municipio,Puerto Rico,2000,100169
72063,Gurabo Municipio,Puerto Rico,2000,36746
72065,Hatillo Municipio,Puerto Rico,2000,38913
72067,Hormigueros Municipio,Puerto Rico,2000,16611
72069,Humacao Municipio,Puerto Rico,2000,59135
72071,Isabela Municipio,Puerto Rico,2000,44467
72073,Jayuya Municipio,Puerto Rico,2000,17311
72075,Juana DÌaz Municipio,Puerto Rico,2000,50539
72077,Juncos Municipio,Puerto Rico,2000,36416
72079,Lajas Municipio,Puerto Rico,2000,26283
72081,Lares Municipio,Puerto Rico,2000,34425
72083,Las MarÌas Municipio,Puerto Rico,2000,11060
72085,Las Piedras Municipio,Puerto Rico,2000,34505
72087,LoÌza Municipio,Puerto Rico,2000,32537
72089,Luquillo Municipio,Puerto Rico,2000,19817
72091,ManatÌ Municipio,Puerto Rico,2000,45506
72093,Maricao Municipio,Puerto Rico,2000,6439
72095,Maunabo Municipio,Puerto Rico,2000,12741
72097,Mayag¸ez Municipio,Puerto Rico,2000,98445
72099,Moca Municipio,Puerto Rico,2000,39698
72101,Morovis Municipio,Puerto Rico,2000,29974
72103,Naguabo Municipio,Puerto Rico,2000,23756
72105,Naranjito Municipio,Puerto Rico,2000,29699
72107,Orocovis Municipio,Puerto Rico,2000,23835
72109,Patillas Municipio,Puerto Rico,2000,20158
72111,PeÒuelas Municipio,Puerto Rico,2000,26718
72113,Ponce Municipio,Puerto Rico,2000,186479
72115,Quebradillas Municipio,Puerto Rico,2000,25462
72117,RincÛn Municipio,Puerto Rico,2000,14761
72119,RÌo Grande Municipio,Puerto Rico,2000,52356
72121,Sabana Grande Municipi,Puerto Rico,2000,25902
72123,Salinas Municipio,Puerto Rico,2000,31110
72125,San Germ·n Municipio,Puerto Rico,2000,37101
72127,San Juan Municipio,Puerto Rico,2000,435072
72129,San Lorenzo Municipio,Puerto Rico,2000,40988
72131,San Sebasti·n Municipi,Puerto Rico,2000,44166
72133,Santa Isabel Municipio,Puerto Rico,2000,21665
72135,Toa Alta Municipio,Puerto Rico,2000,64339
72137,Toa Baja Municipio,Puerto Rico,2000,93570
72139,Trujillo Alto Municipi,Puerto Rico,2000,75774
72141,Utuado Municipio,Puerto Rico,2000,35344
72143,Vega Alta Municipio,Puerto Rico,2000,37915
72145,Vega Baja Municipio,Puerto Rico,2000,61916
72147,Vieques Municipio,Puerto Rico,2000,9106
72149,Villalba Municipio,Puerto Rico,2000,27910
72151,Yabucoa Municipio,Puerto Rico,2000,39121
72153,Yauco Municipio,Puerto Rico,2000,46398
56001,Albany County,Wyoming,2000,32029
56003,Big Horn County,Wyoming,2000,11442
56005,Campbell County,Wyoming,2000,33705
56007,Carbon County,Wyoming,2000,15626
56009,Converse County,Wyoming,2000,12046
56011,Crook County,Wyoming,2000,5886
56013,Fremont County,Wyoming,2000,35805
56015,Goshen County,Wyoming,2000,12537
56017,Hot Springs County,Wyoming,2000,4877
56019,Johnson County,Wyoming,2000,7084
56021,Laramie County,Wyoming,2000,81617
56023,Lincoln County,Wyoming,2000,14568
56025,Natrona County,Wyoming,2000,66541
56027,Niobrara County,Wyoming,2000,2410
56029,Park County,Wyoming,2000,25788
56031,Platte County,Wyoming,2000,8792
56033,Sheridan County,Wyoming,2000,26563
56035,Sublette County,Wyoming,2000,5913
56037,Sweetwater County,Wyoming,2000,37620
56039,Teton County,Wyoming,2000,18257
56041,Uinta County,Wyoming,2000,19745
56043,Washakie County,Wyoming,2000,8292
56045,Weston County,Wyoming,2000,6643
55001,Adams County,Wisconsin,2000,19940
55003,Ashland County,Wisconsin,2000,16845
55005,Barron County,Wisconsin,2000,44961
55007,Bayfield County,Wisconsin,2000,15027
55009,Brown County,Wisconsin,2000,226633
55011,Buffalo County,Wisconsin,2000,13797
55013,Burnett County,Wisconsin,2000,15650
55015,Calumet County,Wisconsin,2000,40683
55017,Chippewa County,Wisconsin,2000,55217
55019,Clark County,Wisconsin,2000,33548
55021,Columbia County,Wisconsin,2000,52510
55023,Crawford County,Wisconsin,2000,17241
55025,Dane County,Wisconsin,2000,426475
55027,Dodge County,Wisconsin,2000,85851
55029,Door County,Wisconsin,2000,27957
55031,Douglas County,Wisconsin,2000,43288
55033,Dunn County,Wisconsin,2000,39853
55035,Eau Claire County,Wisconsin,2000,93128
55037,Florence County,Wisconsin,2000,5079
55039,Fond du Lac County,Wisconsin,2000,97284
55041,Forest County,Wisconsin,2000,10027
55043,Grant County,Wisconsin,2000,49590
55045,Green County,Wisconsin,2000,33678
55047,Green Lake County,Wisconsin,2000,19115
55049,Iowa County,Wisconsin,2000,22790
55051,Iron County,Wisconsin,2000,6863
55053,Jackson County,Wisconsin,2000,19091
55055,Jefferson County,Wisconsin,2000,75855
55057,Juneau County,Wisconsin,2000,24323
55059,Kenosha County,Wisconsin,2000,149584
55061,Kewaunee County,Wisconsin,2000,20199
55063,La Crosse County,Wisconsin,2000,107156
55065,Lafayette County,Wisconsin,2000,16149
55067,Langlade County,Wisconsin,2000,20743
55069,Lincoln County,Wisconsin,2000,29625
55071,Manitowoc County,Wisconsin,2000,82907
55073,Marathon County,Wisconsin,2000,125908
55075,Marinette County,Wisconsin,2000,43392
55077,Marquette County,Wisconsin,2000,14539
55078,Menominee County,Wisconsin,2000,4554
55079,Milwaukee County,Wisconsin,2000,940127
55081,Monroe County,Wisconsin,2000,40885
55083,Oconto County,Wisconsin,2000,35657
55085,Oneida County,Wisconsin,2000,36736
55087,Outagamie County,Wisconsin,2000,161090
55089,Ozaukee County,Wisconsin,2000,82322
55091,Pepin County,Wisconsin,2000,7314
55093,Pierce County,Wisconsin,2000,36726
55095,Polk County,Wisconsin,2000,41322
55097,Portage County,Wisconsin,2000,67181
55099,Price County,Wisconsin,2000,15819
55101,Racine County,Wisconsin,2000,188849
55103,Richland County,Wisconsin,2000,17926
55105,Rock County,Wisconsin,2000,152315
55107,Rusk County,Wisconsin,2000,15350
55109,St. Croix County,Wisconsin,2000,63155
55111,Sauk County,Wisconsin,2000,55187
55113,Sawyer County,Wisconsin,2000,16221
55115,Shawano County,Wisconsin,2000,40676
55117,Sheboygan County,Wisconsin,2000,112663
55119,Taylor County,Wisconsin,2000,19682
55121,Trempealeau County,Wisconsin,2000,27002
55123,Vernon County,Wisconsin,2000,28058
55125,Vilas County,Wisconsin,2000,21055
55127,Walworth County,Wisconsin,2000,91895
55129,Washburn County,Wisconsin,2000,16007
55131,Washington County,Wisconsin,2000,117529
55133,Waukesha County,Wisconsin,2000,360810
55135,Waupaca County,Wisconsin,2000,51844
55137,Waushara County,Wisconsin,2000,23047
55139,Winnebago County,Wisconsin,2000,156752
55141,Wood County,Wisconsin,2000,75500
54001,Barbour County,West Virginia,2000,15555
54003,Berkeley County,West Virginia,2000,75899
54005,Boone County,West Virginia,2000,25548
54007,Braxton County,West Virginia,2000,14697
54009,Brooke County,West Virginia,2000,25427
54011,Cabell County,West Virginia,2000,96783
54013,Calhoun County,West Virginia,2000,7587
54015,Clay County,West Virginia,2000,10336
54017,Doddridge County,West Virginia,2000,7366
54019,Fayette County,West Virginia,2000,47591
54021,Gilmer County,West Virginia,2000,7155
54023,Grant County,West Virginia,2000,11292
54025,Greenbrier County,West Virginia,2000,34448
54027,Hampshire County,West Virginia,2000,20171
54029,Hancock County,West Virginia,2000,32682
54031,Hardy County,West Virginia,2000,12647
54033,Harrison County,West Virginia,2000,68635
54035,Jackson County,West Virginia,2000,28002
54037,Jefferson County,West Virginia,2000,42246
54039,Kanawha County,West Virginia,2000,200111
54041,Lewis County,West Virginia,2000,16914
54043,Lincoln County,West Virginia,2000,22107
54045,Logan County,West Virginia,2000,37705
54047,McDowell County,West Virginia,2000,27331
54049,Marion County,West Virginia,2000,56603
54051,Marshall County,West Virginia,2000,35529
54053,Mason County,West Virginia,2000,25952
54055,Mercer County,West Virginia,2000,62978
54057,Mineral County,West Virginia,2000,27086
54059,Mingo County,West Virginia,2000,28247
54061,Monongalia County,West Virginia,2000,81886
54063,Monroe County,West Virginia,2000,13184
54065,Morgan County,West Virginia,2000,14929
54067,Nicholas County,West Virginia,2000,26561
54069,Ohio County,West Virginia,2000,47432
54071,Pendleton County,West Virginia,2000,8186
54073,Pleasants County,West Virginia,2000,7513
54075,Pocahontas County,West Virginia,2000,9114
54077,Preston County,West Virginia,2000,29315
54079,Putnam County,West Virginia,2000,51563
54081,Raleigh County,West Virginia,2000,79237
54083,Randolph County,West Virginia,2000,28274
54085,Ritchie County,West Virginia,2000,10351
54087,Roane County,West Virginia,2000,15447
54089,Summers County,West Virginia,2000,14381
54091,Taylor County,West Virginia,2000,16060
54093,Tucker County,West Virginia,2000,7307
54095,Tyler County,West Virginia,2000,9583
54097,Upshur County,West Virginia,2000,23394
54099,Wayne County,West Virginia,2000,42919
54101,Webster County,West Virginia,2000,9716
54103,Wetzel County,West Virginia,2000,17690
54105,Wirt County,West Virginia,2000,5865
54107,Wood County,West Virginia,2000,87954
54109,Wyoming County,West Virginia,2000,25702
53001,Adams County,Washington,2000,16426
53003,Asotin County,Washington,2000,20553
53005,Benton County,Washington,2000,142473
53007,Chelan County,Washington,2000,66611
53009,Clallam County,Washington,2000,64183
53011,Clark County,Washington,2000,345235
53013,Columbia County,Washington,2000,4064
53015,Cowlitz County,Washington,2000,92945
53017,Douglas County,Washington,2000,32589
53019,Ferry County,Washington,2000,7262
53021,Franklin County,Washington,2000,49378
53023,Garfield County,Washington,2000,2397
53025,Grant County,Washington,2000,74714
53027,Grays Harbor County,Washington,2000,67141
53029,Island County,Washington,2000,71571
53031,Jefferson County,Washington,2000,26301
53033,King County,Washington,2000,1737075
53035,Kitsap County,Washington,2000,231982
53037,Kittitas County,Washington,2000,33369
53039,Klickitat County,Washington,2000,19170
53041,Lewis County,Washington,2000,68585
53043,Lincoln County,Washington,2000,10173
53045,Mason County,Washington,2000,49443
53047,Okanogan County,Washington,2000,39567
53049,Pacific County,Washington,2000,20979
53051,Pend Oreille County,Washington,2000,11706
53053,Pierce County,Washington,2000,700816
53055,San Juan County,Washington,2000,14052
53057,Skagit County,Washington,2000,103017
53059,Skamania County,Washington,2000,9876
53061,Snohomish County,Washington,2000,606043
53063,Spokane County,Washington,2000,417968
53065,Stevens County,Washington,2000,40082
53067,Thurston County,Washington,2000,207392
53069,Wahkiakum County,Washington,2000,3824
53071,Walla Walla County,Washington,2000,55177
53073,Whatcom County,Washington,2000,166822
53075,Whitman County,Washington,2000,40742
53077,Yakima County,Washington,2000,222578
51001,Accomack County,Virginia,2000,38301
51003,Albemarle County,Virginia,2000,83024
51005,Alleghany County,Virginia,2000,17235
51007,Amelia County,Virginia,2000,11378
51009,Amherst County,Virginia,2000,31888
51011,Appomattox County,Virginia,2000,13703
51013,Arlington County,Virginia,2000,189211
51015,Augusta County,Virginia,2000,65385
51017,Bath County,Virginia,2000,5040
51019,Bedford County,Virginia,2000,60226
51021,Bland County,Virginia,2000,6869
51023,Botetourt County,Virginia,2000,30554
51025,Brunswick County,Virginia,2000,18395
51027,Buchanan County,Virginia,2000,26968
51029,Buckingham County,Virginia,2000,15614
51031,Campbell County,Virginia,2000,50997
51033,Caroline County,Virginia,2000,22122
51035,Carroll County,Virginia,2000,29205
51036,Charles City County,Virginia,2000,6932
51037,Charlotte County,Virginia,2000,12471
51041,Chesterfield County,Virginia,2000,259879
51043,Clarke County,Virginia,2000,12638
51045,Craig County,Virginia,2000,5076
51047,Culpeper County,Virginia,2000,34260
51049,Cumberland County,Virginia,2000,9002
51051,Dickenson County,Virginia,2000,16380
